Id,SalePrice
2726,145397.02
2727,147953.48
2728,169990.16
2729,156346.12
2730,151756.95
2731,121069.76
2732,124361.984
2733,160818.69
2734,140919.44
2735,130239.516
2736,141152.14
2737,127304.59
2738,131026.07
2739,156287.58
2740,136646.77
2741,149085.22
2742,157277.55
2743,155279.77
2744,151970.6
2745,122293.21
2746,148190.83
2747,148364.2
2748,117658.734
2749,123535.74
2750,144760.69
2751,136990.2
2752,187563.88
2753,158703.45
2754,231838.31
2755,134583.1
2756,81780.516
2757,61626.254
2758,79967.84
2759,160931.62
2760,139771.86
2761,142435.84
2762,141938.27
2763,196811.17
2764,157320.86
2765,279601.44
2766,154852.19
2767,92559.91
2768,132552.8
2769,119398.586
2770,144968.72
2771,116392.91
2772,117532.66
2773,150841.36
2774,139305.38
2775,139340.97
2776,159559.48
2777,154876.44
2778,103017.73
2779,113436.94
2780,102217.69
2781,100539.11
2782,88677.32
2783,106078.44
2784,127253.375
2785,144995.6
2786,47973.008
2787,114347.86
2788,80402.06
2789,190270.12
2790,82868.73
2791,114660.49
2792,50361.445
2793,165718.19
2794,79910.055
2795,120986.38
2796,94002.9
2797,230303.8
2798,120686.37
2799,128454.21
2800,72829.36
2801,111040.48
2802,129817.65
2803,145782.38
2804,120242.84
2805,94494.99
2806,85967.45
2807,156805.94
2808,149650.61
2809,133563.62
2810,137637.48
2811,167158.05
2812,138382.86
2813,143870.94
2814,138437.78
2815,90260.81
2816,251680.72
2817,159159.05
2818,128541.03
2819,144064.27
2820,130032.586
2821,101468.01
2822,199905.03
2823,295776.53
2824,187188.67
2825,153666.8
2826,136516.28
2827,134908.5
2828,220418.31
2829,185020.16
2830,243002.61
2831,185617.86
2832,241302.05
2833,287396.16
2834,218583.69
2835,234923.11
2836,188046.98
2837,172099.67
2838,156005.5
2839,182652.58
2840,210899.97
2841,209724.64
2842,237757.14
2843,151661.0
2844,145843.86
2845,125911.47
2846,215126.92
2847,199646.95
2848,215499.88
2849,204659.2
2850,281827.4
2851,248977.86
2852,227119.86
2853,247605.72
2854,146646.73
2855,209608.36
2856,206083.27
2857,177480.94
2858,214777.23
2859,147012.89
2860,131319.03
2861,116018.86
2862,194090.58
2863,117678.87
2864,274541.66
2865,142471.03
2866,131974.31
2867,103407.99
2868,116511.07
2869,130576.67
2870,158152.45
2871,117223.58
2872,40377.668
2873,106847.48
2874,137918.45
2875,124445.84
2876,159795.62
2877,145839.16
2878,168906.23
2879,144624.0
2880,110278.016
2881,158427.53
2882,191430.69
2883,188480.19
2884,165878.4
2885,205532.81
2886,225357.28
2887,97290.54
2888,132119.58
2889,65020.66
2890,86595.23
2891,128638.5
2892,46618.26
2893,87597.29
2894,43447.562
2895,334176.06
2896,266599.4
2897,210112.36
2898,155508.45
2899,220953.61
2900,157419.33
2901,221742.17
2902,188478.2
2903,372981.53
2904,386089.22
2905,95419.945
2906,200999.38
2907,111990.734
2908,138468.12
2909,135565.22
2910,79617.77
2911,84502.94
2912,149713.72
2913,93430.69
2914,81186.02
2915,89744.305
2916,89155.75
2917,159103.45
2918,113846.0
2919,208078.03
